SalesOrderNumber,SalesOrderLineNumber,OrderDate,CalendarYear,CalendarMonth,CalendarDay,EnglishMonthName,FullName,Gender,MaritalStatus,BirthDate,Age,YearlyIncome,TotalChildren,DateFirstPurchase,TenureDays,City,EnglishCountryRegionName,SalesTerritoryGroup,EnglishProductName,Color,Class,ProductLine,OrderQuantity,SalesAmount,TaxAmt,Freight,TotalPaid,AgeGroup,TaxRate%
SO59373,1,2013-06-03,2013,6,3,June,Trevor Gonzales,M,M,1975-07-10,50,60000.0,1,2013-02-07,116,Haney,Canada,North America,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(48.0, 51.0]",7.239819004524888
SO59373,2,2013-06-03,2013,6,3,June,Trevor Gonzales,M,M,1975-07-10,50,60000.0,1,2013-02-07,116,Haney,Canada,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(48.0, 51.0]",7.239809642044278
SO59374,1,2013-06-03,2013,6,3,June,Rachel Patterson,F,M,1956-08-14,68,60000.0,2,2012-10-22,224,Chula Vista,United States,North America,"Mountain-400-W Silver, 40",Silver,M ,M ,1,769.49,61.5592,19.2373,850.2865,"(65.0, 72.0]",7.239818578796675
SO59374,2,2013-06-03,2013,6,3,June,Rachel Patterson,F,M,1956-08-14,68,60000.0,2,2012-10-22,224,Chula Vista,United States,North America,"Women's Mountain Shorts, L",Black,Unknown,M ,1,69.99,5.5992,1.7498,77.33899999999998,"(65.0, 72.0]",7.239814323950402
SO59374,3,2013-06-03,2013,6,3,June,Rachel Patterson,F,M,1956-08-14,68,60000.0,2,2012-10-22,224,Chula Vista,United States,North America,"Long-Sleeve Logo Jersey, M",Multi,Unknown,S ,1,49.99,3.9992,1.2498,55.239000000000004,"(65.0, 72.0]",7.239812451347779
SO59375,1,2013-06-03,2013,6,3,June,Morgan Collins,F,S,1971-07-11,54,160000.0,0,2013-06-03,0,Woodland Hills,United States,North America,"Mountain-400-W Silver, 38",Silver,M ,M ,1,769.49,61.5592,19.2373,850.2865,"(53.0, 57.0]",7.239818578796675
SO59375,2,2013-06-03,2013,6,3,June,Morgan Collins,F,S,1971-07-11,54,160000.0,0,2013-06-03,0,Woodland Hills,United States,North America,"Women's Mountain Shorts, M",Black,Unknown,M ,1,69.99,5.5992,1.7498,77.33899999999998,"(53.0, 57.0]",7.239814323950402
SO59376,1,2013-06-03,2013,6,3,June,Ashley Washington,F,M,1976-03-20,49,50000.0,1,2011-01-16,869,Long Beach,United States,North America,"Mountain-400-W Silver, 42",Silver,M ,M ,1,769.49,61.5592,19.2373,850.2865,"(48.0, 51.0]",7.239818578796675
SO59376,2,2013-06-03,2013,6,3,June,Ashley Washington,F,M,1976-03-20,49,50000.0,1,2011-01-16,869,Long Beach,United States,North America,"Women's Mountain Shorts, L",Black,Unknown,M ,1,69.99,5.5992,1.7498,77.33899999999998,"(48.0, 51.0]",7.239814323950402
SO59376,3,2013-06-03,2013,6,3,June,Ashley Washington,F,M,1976-03-20,49,50000.0,1,2011-01-16,869,Long Beach,United States,North America,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(48.0, 51.0]",7.239782564928526
SO59377,1,2013-06-03,2013,6,3,June,Chloe Russell,F,M,1969-08-01,56,30000.0,1,2013-06-03,0,Cliffside,Canada,North America,"Mountain-500 Black, 40",Black,L ,M ,1,539.99,43.1992,13.4998,596.6890000000001,"(53.0, 57.0]",7.2398183978588495
SO59377,2,2013-06-03,2013,6,3,June,Chloe Russell,F,M,1969-08-01,56,30000.0,1,2013-06-03,0,Cliffside,Canada,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(53.0, 57.0]",7.239753355096119
SO59377,3,2013-06-03,2013,6,3,June,Chloe Russell,F,M,1969-08-01,56,30000.0,1,2013-06-03,0,Cliffside,Canada,North America,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(53.0, 57.0]",7.239786212519249
SO59377,4,2013-06-03,2013,6,3,June,Chloe Russell,F,M,1969-08-01,56,30000.0,1,2013-06-03,0,Cliffside,Canada,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(53.0, 57.0]",7.239809642044278
SO59378,1,2013-06-03,2013,6,3,June,Miranda Powell,F,M,1950-05-23,75,70000.0,5,2013-06-03,0,Haney,Canada,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2319.99,185.5992,57.9998,2563.589,"(72.0, 109.0]",7.239818863320134
SO59378,2,2013-06-03,2013,6,3,June,Miranda Powell,F,M,1950-05-23,75,70000.0,5,2013-06-03,0,Haney,Canada,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(72.0, 109.0]",7.239753355096119
SO59378,3,2013-06-03,2013,6,3,June,Miranda Powell,F,M,1950-05-23,75,70000.0,5,2013-06-03,0,Haney,Canada,North America,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(72.0, 109.0]",7.239786212519249
SO59378,4,2013-06-03,2013,6,3,June,Miranda Powell,F,M,1950-05-23,75,70000.0,5,2013-06-03,0,Haney,Canada,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(72.0, 109.0]",7.239809642044278
SO59379,1,2013-06-03,2013,6,3,June,Misty Xie,F,S,1976-02-19,49,80000.0,3,2012-10-21,225,Bremerton,United States,North America,"Mountain-200 Black, 46",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(48.0, 51.0]",7.239818861781949
SO59379,2,2013-06-03,2013,6,3,June,Misty Xie,F,S,1976-02-19,49,80000.0,3,2012-10-21,225,Bremerton,United States,North America,Hitch Rack - 4-Bike,NA,Unknown,S ,1,120.0,9.6,3.0,132.6,"(48.0, 51.0]",7.239819004524888
SO59380,1,2013-06-03,2013,6,3,June,Marcus Martinez,M,S,1942-12-06,82,110000.0,2,2012-05-12,387,Bellflower,United States,North America,"Mountain-200 Black, 38",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(72.0, 109.0]",7.239818861781949
SO59380,2,2013-06-03,2013,6,3,June,Marcus Martinez,M,S,1942-12-06,82,110000.0,2,2012-05-12,387,Bellflower,United States,North America,HL Mountain Tire,NA,H ,M ,1,35.0,2.8,0.875,38.675,"(72.0, 109.0]",7.239819004524888
SO59380,3,2013-06-03,2013,6,3,June,Marcus Martinez,M,S,1942-12-06,82,110000.0,2,2012-05-12,387,Bellflower,United States,North America,Mountain Tire Tube,NA,Unknown,M ,1,4.99,0.3992,0.1248,5.514,"(72.0, 109.0]",7.239753355096119
SO59380,4,2013-06-03,2013,6,3,June,Marcus Martinez,M,S,1942-12-06,82,110000.0,2,2012-05-12,387,Bellflower,United States,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(72.0, 109.0]",7.239809642044278
SO59381,1,2013-06-03,2013,6,3,June,Charles Sanchez,M,S,1978-05-06,47,70000.0,0,2012-05-04,395,Colma,United States,North America,"Mountain-200 Black, 38",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(45.0, 48.0]",7.239818861781949
SO59381,2,2013-06-03,2013,6,3,June,Charles Sanchez,M,S,1978-05-06,47,70000.0,0,2012-05-04,395,Colma,United States,North America,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(45.0, 48.0]",7.239819004524888
SO59381,3,2013-06-03,2013,6,3,June,Charles Sanchez,M,S,1978-05-06,47,70000.0,0,2012-05-04,395,Colma,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(45.0, 48.0]",7.239809642044278
SO59381,4,2013-06-03,2013,6,3,June,Charles Sanchez,M,S,1978-05-06,47,70000.0,0,2012-05-04,395,Colma,United States,North America,"Racing Socks, M",White,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(45.0, 48.0]",7.239782564928526
SO59382,1,2013-06-03,2013,6,3,June,Rafael Ye,M,M,1947-11-30,77,70000.0,5,2012-06-12,356,Bremerton,United States,North America,"Mountain-200 Silver, 46",Silver,H ,M ,1,2319.99,185.5992,57.9998,2563.589,"(72.0, 109.0]",7.239818863320134
SO59382,2,2013-06-03,2013,6,3,June,Rafael Ye,M,M,1947-11-30,77,70000.0,5,2012-06-12,356,Bremerton,United States,North America,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(72.0, 109.0]",7.239782564928526
SO59382,3,2013-06-03,2013,6,3,June,Rafael Ye,M,M,1947-11-30,77,70000.0,5,2012-06-12,356,Bremerton,United States,North America,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(72.0, 109.0]",7.239819004524888
SO59383,1,2013-06-03,2013,6,3,June,Seth Mitchell,M,M,1978-12-31,46,50000.0,1,2011-10-05,607,Santa Cruz,United States,North America,"Mountain-200 Silver, 46",Silver,H ,M ,1,2319.99,185.5992,57.9998,2563.589,"(45.0, 48.0]",7.239818863320134
SO59383,2,2013-06-03,2013,6,3,June,Seth Mitchell,M,M,1978-12-31,46,50000.0,1,2011-10-05,607,Santa Cruz,United States,North America,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(45.0, 48.0]",7.239819004524888
SO59383,3,2013-06-03,2013,6,3,June,Seth Mitchell,M,M,1978-12-31,46,50000.0,1,2011-10-05,607,Santa Cruz,United States,North America,All-Purpose Bike Stand,NA,Unknown,M ,1,159.0,12.72,3.975,175.695,"(45.0, 48.0]",7.239819004524888
SO59384,1,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,"Mountain-200 Silver, 46",Silver,H ,M ,1,2319.99,185.5992,57.9998,2563.589,"(48.0, 51.0]",7.239818863320134
SO59384,2,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,HL Mountain Tire,NA,H ,M ,1,35.0,2.8,0.875,38.675,"(48.0, 51.0]",7.239819004524888
SO59384,3,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,Mountain Tire Tube,NA,Unknown,M ,1,4.99,0.3992,0.1248,5.514,"(48.0, 51.0]",7.239753355096119
SO59384,4,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(48.0, 51.0]",7.239819004524888
SO59384,5,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(48.0, 51.0]",7.239782564928526
SO59384,6,2013-06-03,2013,6,3,June,Miranda Ross,F,M,1975-02-18,50,70000.0,5,2013-06-03,0,Vancouver,Canada,North America,Hydration Pack - 70 oz.,Silver,Unknown,S ,1,54.99,4.3992,1.3748,60.764,"(48.0, 51.0]",7.239813047198999
SO59385,1,2013-06-03,2013,6,3,June,Sierra Roberts,F,S,1978-11-22,46,50000.0,1,2011-10-03,609,Palo Alto,United States,North America,"Mountain-200 Black, 42",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(45.0, 48.0]",7.239818861781949
SO59385,2,2013-06-03,2013,6,3,June,Sierra Roberts,F,S,1978-11-22,46,50000.0,1,2011-10-03,609,Palo Alto,United States,North America,Mountain Tire Tube,NA,Unknown,M ,1,4.99,0.3992,0.1248,5.514,"(45.0, 48.0]",7.239753355096119
SO59385,3,2013-06-03,2013,6,3,June,Sierra Roberts,F,S,1978-11-22,46,50000.0,1,2011-10-03,609,Palo Alto,United States,North America,HL Mountain Tire,NA,H ,M ,1,35.0,2.8,0.875,38.675,"(45.0, 48.0]",7.239819004524888
SO59386,1,2013-06-03,2013,6,3,June,Krystal Liang,F,S,1982-08-06,43,40000.0,2,2012-07-22,316,York,United Kingdom,Europe,"Touring-3000 Blue, 54",Blue,L ,T ,1,742.35,59.388,18.5588,820.2968000000001,"(42.0, 45.0]",7.239818563232234
SO59386,2,2013-06-03,2013,6,3,June,Krystal Liang,F,S,1982-08-06,43,40000.0,2,2012-07-22,316,York,United Kingdom,Europe,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(42.0, 45.0]",7.239782564928526
SO59386,3,2013-06-03,2013,6,3,June,Krystal Liang,F,S,1982-08-06,43,40000.0,2,2012-07-22,316,York,United Kingdom,Europe,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(42.0, 45.0]",7.239809642044278
SO59387,1,2013-06-03,2013,6,3,June,Timothy Scott,M,M,1964-03-22,61,40000.0,2,2011-09-22,620,Coffs Harbour,Australia,Pacific,"Road-350-W Yellow, 44",Yellow,M ,R ,1,1700.99,136.0792,42.5248,1879.5939999999998,"(57.0, 61.0]",7.239818811934917
SO59388,1,2013-06-03,2013,6,3,June,Lydia Fernandez,F,M,1953-05-25,72,30000.0,2,2012-09-16,260,Springwood,Australia,Pacific,"Road-350-W Yellow, 42",Yellow,M ,R ,1,1700.99,136.0792,42.5248,1879.5939999999998,"(65.0, 72.0]",7.239818811934917
SO59388,2,2013-06-03,2013,6,3,June,Lydia Fernandez,F,M,1953-05-25,72,30000.0,2,2012-09-16,260,Springwood,Australia,Pacific,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(65.0, 72.0]",7.239809642044278
SO59389,1,2013-06-03,2013,6,3,June,Jasmine Wilson,F,M,1968-04-24,57,60000.0,1,2011-03-23,803,Coffs Harbour,Australia,Pacific,"Road-250 Red, 58",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(53.0, 57.0]",7.239818870449288
SO59390,1,2013-06-03,2013,6,3,June,Randall Rubio,M,M,1978-02-10,47,60000.0,2,2011-03-27,799,Cranbourne,Australia,Pacific,"Road-250 Black, 58",Black,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(45.0, 48.0]",7.239818870449288
SO59390,2,2013-06-03,2013,6,3,June,Randall Rubio,M,M,1978-02-10,47,60000.0,2,2011-03-27,799,Cranbourne,Australia,Pacific,Bike Wash - Dissolver,NA,Unknown,S ,1,7.95,0.636,0.1988,8.7848,"(45.0, 48.0]",7.239777798014753
SO59391,1,2013-06-03,2013,6,3,June,Caroline Griffin,F,S,1986-03-20,39,10000.0,0,2011-04-29,766,Melton,Australia,Pacific,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(38.999, 42.0]",7.239818712158505
SO59391,2,2013-06-03,2013,6,3,June,Caroline Griffin,F,S,1986-03-20,39,10000.0,0,2011-04-29,766,Melton,Australia,Pacific,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(38.999, 42.0]",7.239782564928526
SO59391,3,2013-06-03,2013,6,3,June,Caroline Griffin,F,S,1986-03-20,39,10000.0,0,2011-04-29,766,Melton,Australia,Pacific,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(38.999, 42.0]",7.239753355096119
SO59391,4,2013-06-03,2013,6,3,June,Caroline Griffin,F,S,1986-03-20,39,10000.0,0,2011-04-29,766,Melton,Australia,Pacific,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(38.999, 42.0]",7.239782564928526
SO59392,1,2013-06-03,2013,6,3,June,Clayton Sharma,M,S,1986-06-03,39,10000.0,0,2011-12-28,523,Matraville,Australia,Pacific,"Mountain-500 Silver, 48",Silver,L ,M ,1,564.99,45.1992,14.1248,624.3140000000001,"(38.999, 42.0]",7.2398184247029524
SO59393,1,2013-06-03,2013,6,3,June,Chloe Ramirez,F,S,1957-04-22,68,60000.0,2,2012-05-24,375,Edmonds,United States,North America,"Touring-3000 Blue, 58",Blue,L ,T ,1,742.35,59.388,18.5588,820.2968000000001,"(65.0, 72.0]",7.239818563232234
SO59393,2,2013-06-03,2013,6,3,June,Chloe Ramirez,F,S,1957-04-22,68,60000.0,2,2012-05-24,375,Edmonds,United States,North America,Touring Tire,NA,Unknown,T ,1,28.99,2.3192,0.7248,32.034,"(65.0, 72.0]",7.239807704314166
SO59393,3,2013-06-03,2013,6,3,June,Chloe Ramirez,F,S,1957-04-22,68,60000.0,2,2012-05-24,375,Edmonds,United States,North America,Touring Tire Tube,NA,Unknown,T ,1,4.99,0.3992,0.1248,5.514,"(65.0, 72.0]",7.239753355096119
SO59393,4,2013-06-03,2013,6,3,June,Chloe Ramirez,F,S,1957-04-22,68,60000.0,2,2012-05-24,375,Edmonds,United States,North America,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(65.0, 72.0]",7.2396759533689
SO59394,1,2013-06-03,2013,6,3,June,Paige Flores,F,S,1982-10-30,42,60000.0,1,2013-06-03,0,Sedro Woolley,United States,North America,"Touring-2000 Blue, 46",Blue,M ,T ,1,1214.85,97.188,30.3713,1342.4093,"(38.999, 42.0]",7.239818734867227
SO59394,2,2013-06-03,2013,6,3,June,Paige Flores,F,S,1982-10-30,42,60000.0,1,2013-06-03,0,Sedro Woolley,United States,North America,"Racing Socks, M",White,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(38.999, 42.0]",7.239782564928526
SO59395,1,2013-06-03,2013,6,3,June,Stephanie Howard,F,S,1971-10-05,53,90000.0,4,2013-06-03,0,Lynnwood,United States,North America,"Touring-1000 Yellow, 46",Yellow,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(51.0, 53.0]",7.239818867115491
SO59395,2,2013-06-03,2013,6,3,June,Stephanie Howard,F,S,1971-10-05,53,90000.0,4,2013-06-03,0,Lynnwood,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(51.0, 53.0]",7.239809642044278
SO59396,1,2013-06-03,2013,6,3,June,Angela Cooper,F,S,1972-12-31,52,50000.0,0,2013-06-03,0,Shawnee,Canada,North America,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(51.0, 53.0]",7.239818712158505
SO59396,2,2013-06-03,2013,6,3,June,Angela Cooper,F,S,1972-12-31,52,50000.0,0,2013-06-03,0,Shawnee,Canada,North America,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(51.0, 53.0]",7.239782564928526
SO59396,3,2013-06-03,2013,6,3,June,Angela Cooper,F,S,1972-12-31,52,50000.0,0,2013-06-03,0,Shawnee,Canada,North America,"Long-Sleeve Logo Jersey, M",Multi,Unknown,S ,1,49.99,3.9992,1.2498,55.239000000000004,"(51.0, 53.0]",7.239812451347779
SO59397,1,2013-06-03,2013,6,3,June,Brittney Zhu,F,M,1964-03-19,61,40000.0,2,2013-06-03,0,Burbank,United States,North America,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(57.0, 61.0]",7.239818712158505
SO59397,2,2013-06-03,2013,6,3,June,Brittney Zhu,F,M,1964-03-19,61,40000.0,2,2013-06-03,0,Burbank,United States,North America,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(57.0, 61.0]",7.239782564928526
SO59397,3,2013-06-03,2013,6,3,June,Brittney Zhu,F,M,1964-03-19,61,40000.0,2,2013-06-03,0,Burbank,United States,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(57.0, 61.0]",7.239753355096119
SO59397,4,2013-06-03,2013,6,3,June,Brittney Zhu,F,M,1964-03-19,61,40000.0,2,2013-06-03,0,Burbank,United States,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO59398,1,2013-06-03,2013,6,3,June,Gregory Pal,M,M,1975-03-31,50,30000.0,1,2012-10-17,229,Paris,France,Europe,"Road-550-W Yellow, 44",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(48.0, 51.0]",7.239818712158505
SO59398,2,2013-06-03,2013,6,3,June,Gregory Pal,M,M,1975-03-31,50,30000.0,1,2012-10-17,229,Paris,France,Europe,Road Tire Tube,NA,Unknown,R ,1,3.99,0.3192,0.0998,4.409000000000001,"(48.0, 51.0]",7.239736901791788
SO59398,3,2013-06-03,2013,6,3,June,Gregory Pal,M,M,1975-03-31,50,30000.0,1,2012-10-17,229,Paris,France,Europe,ML Road Tire,NA,M ,R ,1,24.99,1.9992,0.6248,27.613999999999997,"(48.0, 51.0]",7.239805895560224
SO59398,4,2013-06-03,2013,6,3,June,Gregory Pal,M,M,1975-03-31,50,30000.0,1,2012-10-17,229,Paris,France,Europe,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(48.0, 51.0]",7.2396759533689
SO59398,5,2013-06-03,2013,6,3,June,Gregory Pal,M,M,1975-03-31,50,30000.0,1,2012-10-17,229,Paris,France,Europe,Bike Wash - Dissolver,NA,Unknown,S ,1,7.95,0.636,0.1988,8.7848,"(48.0, 51.0]",7.239777798014753
SO59399,1,2013-06-03,2013,6,3,June,Geoffrey Garcia,M,S,1982-05-05,43,40000.0,2,2013-06-03,0,Hof,Germany,Europe,"Road-550-W Yellow, 42",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(42.0, 45.0]",7.239818712158505
SO59399,2,2013-06-03,2013,6,3,June,Geoffrey Garcia,M,S,1982-05-05,43,40000.0,2,2013-06-03,0,Hof,Germany,Europe,ML Road Tire,NA,M ,R ,1,24.99,1.9992,0.6248,27.613999999999997,"(42.0, 45.0]",7.239805895560224
SO59399,3,2013-06-03,2013,6,3,June,Geoffrey Garcia,M,S,1982-05-05,43,40000.0,2,2013-06-03,0,Hof,Germany,Europe,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(42.0, 45.0]",7.2396759533689
SO59400,1,2013-06-03,2013,6,3,June,Melvin Ashe,M,S,1979-10-19,45,40000.0,0,2013-06-03,0,Cheltenham,United Kingdom,Europe,"Road-750 Black, 52",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(42.0, 45.0]",7.2398183978588495
SO59400,2,2013-06-03,2013,6,3,June,Melvin Ashe,M,S,1979-10-19,45,40000.0,0,2013-06-03,0,Cheltenham,United Kingdom,Europe,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(42.0, 45.0]",7.239782564928526
SO59400,3,2013-06-03,2013,6,3,June,Melvin Ashe,M,S,1979-10-19,45,40000.0,0,2013-06-03,0,Cheltenham,United Kingdom,Europe,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(42.0, 45.0]",7.239753355096119
SO59401,1,2013-06-03,2013,6,3,June,Suzanne Ma,F,S,1976-05-09,49,20000.0,0,2013-06-03,0,Cambridge,United Kingdom,Europe,"Road-750 Black, 44",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(48.0, 51.0]",7.2398183978588495
SO59401,2,2013-06-03,2013,6,3,June,Suzanne Ma,F,S,1976-05-09,49,20000.0,0,2013-06-03,0,Cambridge,United Kingdom,Europe,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(48.0, 51.0]",7.239809642044278
SO59401,3,2013-06-03,2013,6,3,June,Suzanne Ma,F,S,1976-05-09,49,20000.0,0,2013-06-03,0,Cambridge,United Kingdom,Europe,"Long-Sleeve Logo Jersey, S",Multi,Unknown,S ,1,49.99,3.9992,1.2498,55.239000000000004,"(48.0, 51.0]",7.239812451347779
SO59402,1,2013-06-03,2013,6,3,June,Carmen Subram,F,S,1965-11-19,59,20000.0,1,2013-06-03,0,Oxford,United Kingdom,Europe,"Touring-1000 Blue, 50",Blue,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(57.0, 61.0]",7.239818867115491
SO59402,2,2013-06-03,2013,6,3,June,Carmen Subram,F,S,1965-11-19,59,20000.0,1,2013-06-03,0,Oxford,United Kingdom,Europe,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO59403,1,2013-06-03,2013,6,3,June,Kristin Jai,F,S,1974-12-30,50,40000.0,0,2012-07-30,308,Morangis,France,Europe,"Touring-1000 Blue, 60",Blue,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(48.0, 51.0]",7.239818867115491
SO59403,2,2013-06-03,2013,6,3,June,Kristin Jai,F,S,1974-12-30,50,40000.0,0,2012-07-30,308,Morangis,France,Europe,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(48.0, 51.0]",7.239809642044278
SO59404,1,2013-06-03,2013,6,3,June,Larry Vazquez,M,M,1954-08-20,70,80000.0,5,2011-10-10,602,Colombes,France,Europe,"Touring-1000 Yellow, 50",Yellow,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(65.0, 72.0]",7.239818867115491
SO59404,2,2013-06-03,2013,6,3,June,Larry Vazquez,M,M,1954-08-20,70,80000.0,5,2011-10-10,602,Colombes,France,Europe,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(65.0, 72.0]",7.239809642044278
SO59405,1,2013-06-03,2013,6,3,June,Cassandra Madan,F,S,1952-09-14,72,20000.0,4,2013-06-03,0,Matraville,Australia,Pacific,AWC Logo Cap,Multi,Unknown,S ,1,8.99,0.7192,0.2248,9.934000000000001,"(65.0, 72.0]",7.239782564928526
SO59405,2,2013-06-03,2013,6,3,June,Cassandra Madan,F,S,1952-09-14,72,20000.0,4,2013-06-03,0,Matraville,Australia,Pacific,"Touring-3000 Yellow, 44",Yellow,L ,T ,1,742.35,59.388,18.5588,820.2968000000001,"(65.0, 72.0]",7.239818563232234
SO59406,1,2013-06-03,2013,6,3,June,Alexis Long,F,S,1984-10-04,40,10000.0,1,2012-05-02,397,Gold Coast,Australia,Pacific,"Road-750 Black, 58",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(38.999, 42.0]",7.2398183978588495
SO59406,2,2013-06-03,2013,6,3,June,Alexis Long,F,S,1984-10-04,40,10000.0,1,2012-05-02,397,Gold Coast,Australia,Pacific,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(38.999, 42.0]",7.239782564928526
SO59406,3,2013-06-03,2013,6,3,June,Alexis Long,F,S,1984-10-04,40,10000.0,1,2012-05-02,397,Gold Coast,Australia,Pacific,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(38.999, 42.0]",7.239753355096119
SO59406,4,2013-06-03,2013,6,3,June,Alexis Long,F,S,1984-10-04,40,10000.0,1,2012-05-02,397,Gold Coast,Australia,Pacific,"Short-Sleeve Classic Jersey, XL",Yellow,Unknown,S ,1,53.99,4.3192,1.3498,59.659000000000006,"(38.999, 42.0]",7.239812936857809
