SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,SalesAmount,TaxAmt,Freight,DiscountAmount,FirstName,LastName,BirthDate,Gender,MaritalStatus,YearlyIncome,TotalChildren,DateFirstPurchase,EnglishProductName,Color,Class,ProductLine,OrderDate,CalendarYear,EnglishMonthName,City,EnglishCountryRegionName,englishPromotionName,DiscountPct,SalesTerritoryGroup
SO61805,2,1,8.99,0.7192,0.2248,0.0,Katherine,Nelson,1952-03-14,F,S,40000.0,5,2013-07-09,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Port Hammond,Canada,No Discount,0.0,North America
SO61806,1,1,69.99,5.5992,1.7498,0.0,Timothy,Baker,1961-08-11,M,M,70000.0,4,2013-07-09,"Women's Mountain Shorts, M",Black,,M ,2013-07-09,2013,July,Palo Alto,United States,No Discount,0.0,North America
SO61806,2,1,49.99,3.9992,1.2498,0.0,Timothy,Baker,1961-08-11,M,M,70000.0,4,2013-07-09,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-07-09,2013,July,Palo Alto,United States,No Discount,0.0,North America
SO61807,1,1,4.99,0.3992,0.1248,0.0,Madison,Simmons,1978-10-19,F,S,50000.0,1,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,San Gabriel,United States,No Discount,0.0,North America
SO61807,2,1,34.99,2.7992,0.8748,0.0,Madison,Simmons,1978-10-19,F,S,50000.0,1,2013-07-09,"Sport-100 Helmet, Blue",Blue,,S ,2013-07-09,2013,July,San Gabriel,United States,No Discount,0.0,North America
SO61808,1,1,4.99,0.3992,0.1248,0.0,Nathan,Patterson,1961-11-22,M,M,60000.0,2,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61809,1,1,4.99,0.3992,0.1248,0.0,Angelica,Diaz,1959-10-02,F,M,30000.0,1,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Sedro Woolley,United States,No Discount,0.0,North America
SO61809,2,1,34.99,2.7992,0.8748,0.0,Angelica,Diaz,1959-10-02,F,M,30000.0,1,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Sedro Woolley,United States,No Discount,0.0,North America
SO61809,3,1,49.99,3.9992,1.2498,0.0,Angelica,Diaz,1959-10-02,F,M,30000.0,1,2013-07-09,"Long-Sleeve Logo Jersey, L",Multi,,S ,2013-07-09,2013,July,Sedro Woolley,United States,No Discount,0.0,North America
SO61809,4,1,8.99,0.7192,0.2248,0.0,Angelica,Diaz,1959-10-02,F,M,30000.0,1,2013-07-09,"Racing Socks, M",White,,R ,2013-07-09,2013,July,Sedro Woolley,United States,No Discount,0.0,North America
SO61810,1,1,69.99,5.5992,1.7498,0.0,James,Moore,1986-05-15,M,S,40000.0,0,2013-07-09,"Women's Mountain Shorts, S",Black,,M ,2013-07-09,2013,July,Portland,United States,No Discount,0.0,North America
SO61810,2,1,53.99,4.3192,1.3498,0.0,James,Moore,1986-05-15,M,S,40000.0,0,2013-07-09,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-07-09,2013,July,Portland,United States,No Discount,0.0,North America
SO61811,1,1,69.99,5.5992,1.7498,0.0,Angel,Adams,1962-08-06,M,M,70000.0,2,2013-07-09,"Women's Mountain Shorts, M",Black,,M ,2013-07-09,2013,July,Burlingame,United States,No Discount,0.0,North America
SO61811,2,1,8.99,0.7192,0.2248,0.0,Angel,Adams,1962-08-06,M,M,70000.0,2,2013-07-09,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Burlingame,United States,No Discount,0.0,North America
SO61811,3,1,49.99,3.9992,1.2498,0.0,Angel,Adams,1962-08-06,M,M,70000.0,2,2013-07-09,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-07-09,2013,July,Burlingame,United States,No Discount,0.0,North America
SO61812,1,1,4.99,0.3992,0.1248,0.0,Brooke,Bell,1959-01-18,F,S,20000.0,2,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Shawnee,Canada,No Discount,0.0,North America
SO61812,2,1,34.99,2.7992,0.8748,0.0,Brooke,Bell,1959-01-18,F,S,20000.0,2,2013-07-09,"Sport-100 Helmet, Blue",Blue,,S ,2013-07-09,2013,July,Shawnee,Canada,No Discount,0.0,North America
SO61813,1,1,4.99,0.3992,0.1248,0.0,Alisha,Chande,1940-03-14,F,S,80000.0,4,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Colma,United States,No Discount,0.0,North America
SO61813,2,1,54.99,4.3992,1.3748,0.0,Alisha,Chande,1940-03-14,F,S,80000.0,4,2013-07-09,Hydration Pack - 70 oz.,Silver,,S ,2013-07-09,2013,July,Colma,United States,No Discount,0.0,North America
SO61813,3,1,7.95,0.636,0.1988,0.0,Alisha,Chande,1940-03-14,F,S,80000.0,4,2013-07-09,Bike Wash - Dissolver,NA,,S ,2013-07-09,2013,July,Colma,United States,No Discount,0.0,North America
SO61814,1,1,4.99,0.3992,0.1248,0.0,Amber,Mitchell,1983-05-13,F,S,60000.0,0,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Downey,United States,No Discount,0.0,North America
SO61814,2,1,34.99,2.7992,0.8748,0.0,Amber,Mitchell,1983-05-13,F,S,60000.0,0,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Downey,United States,No Discount,0.0,North America
SO61814,3,1,49.99,3.9992,1.2498,0.0,Amber,Mitchell,1983-05-13,F,S,60000.0,0,2013-07-09,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-07-09,2013,July,Downey,United States,No Discount,0.0,North America
SO61815,1,1,4.99,0.3992,0.1248,0.0,Christina,Torres,1976-02-20,F,M,20000.0,2,2013-03-28,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Langley,Canada,No Discount,0.0,North America
SO61815,2,1,49.99,3.9992,1.2498,0.0,Christina,Torres,1976-02-20,F,M,20000.0,2,2013-03-28,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-07-09,2013,July,Langley,Canada,No Discount,0.0,North America
SO61816,1,1,4.99,0.3992,0.1248,0.0,Jésus,Ortega,1965-12-07,M,M,20000.0,1,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Gloucestershire,United Kingdom,No Discount,0.0,Europe
SO61816,2,1,34.99,2.7992,0.8748,0.0,Jésus,Ortega,1965-12-07,M,M,20000.0,1,2013-07-09,"Sport-100 Helmet, Black",Black,,S ,2013-07-09,2013,July,Gloucestershire,United Kingdom,No Discount,0.0,Europe
SO61817,1,1,3.99,0.3192,0.0998,0.0,Shawn,Lal,1968-08-04,M,S,30000.0,2,2013-07-09,Road Tire Tube,NA,,R ,2013-07-09,2013,July,Paris La Defense,France,No Discount,0.0,Europe
SO61817,2,1,32.6,2.608,0.815,0.0,Shawn,Lal,1968-08-04,M,S,30000.0,2,2013-07-09,HL Road Tire,NA,H ,R ,2013-07-09,2013,July,Paris La Defense,France,No Discount,0.0,Europe
SO61817,3,1,34.99,2.7992,0.8748,0.0,Shawn,Lal,1968-08-04,M,S,30000.0,2,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Paris La Defense,France,No Discount,0.0,Europe
SO61818,1,1,4.99,0.3992,0.1248,0.0,Tasha,Yuan,1949-11-08,F,M,130000.0,3,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61818,2,1,24.99,1.9992,0.6248,0.0,Tasha,Yuan,1949-11-08,F,M,130000.0,3,2013-07-09,LL Mountain Tire,NA,L ,M ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61818,3,1,34.99,2.7992,0.8748,0.0,Tasha,Yuan,1949-11-08,F,M,130000.0,3,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61819,1,1,4.99,0.3992,0.1248,0.0,Alexis,Barnes,1981-10-21,F,S,10000.0,0,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Oxford,United Kingdom,No Discount,0.0,Europe
SO61820,1,1,29.99,2.3992,0.7498,0.0,Mathew,Munoz,1964-03-03,M,M,10000.0,1,2013-07-09,ML Mountain Tire,NA,M ,M ,2013-07-09,2013,July,Braunschweig,Germany,No Discount,0.0,Europe
SO61820,2,1,4.99,0.3992,0.1248,0.0,Mathew,Munoz,1964-03-03,M,M,10000.0,1,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Braunschweig,Germany,No Discount,0.0,Europe
SO61820,3,1,34.99,2.7992,0.8748,0.0,Mathew,Munoz,1964-03-03,M,M,10000.0,1,2013-07-09,"Sport-100 Helmet, Black",Black,,S ,2013-07-09,2013,July,Braunschweig,Germany,No Discount,0.0,Europe
SO61820,4,1,53.99,4.3192,1.3498,0.0,Mathew,Munoz,1964-03-03,M,M,10000.0,1,2013-07-09,"Short-Sleeve Classic Jersey, S",Yellow,,S ,2013-07-09,2013,July,Braunschweig,Germany,No Discount,0.0,Europe
SO61821,1,1,3.99,0.3192,0.0998,0.0,Amy,Zhao,1954-02-07,F,M,130000.0,4,2013-07-09,Road Tire Tube,NA,,R ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61821,2,1,34.99,2.7992,0.8748,0.0,Amy,Zhao,1954-02-07,F,M,130000.0,4,2013-07-09,"Sport-100 Helmet, Blue",Blue,,S ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61821,3,1,49.99,3.9992,1.2498,0.0,Amy,Zhao,1954-02-07,F,M,130000.0,4,2013-07-09,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-07-09,2013,July,London,United Kingdom,No Discount,0.0,Europe
SO61822,1,1,4.99,0.3992,0.1248,0.0,Teresa,Martin,1966-04-16,F,S,20000.0,1,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Gloucestershire,United Kingdom,No Discount,0.0,Europe
SO61822,2,1,8.99,0.7192,0.2248,0.0,Teresa,Martin,1966-04-16,F,S,20000.0,1,2013-07-09,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Gloucestershire,United Kingdom,No Discount,0.0,Europe
SO61822,3,1,34.99,2.7992,0.8748,0.0,Teresa,Martin,1966-04-16,F,S,20000.0,1,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Gloucestershire,United Kingdom,No Discount,0.0,Europe
SO61823,1,1,3.99,0.3192,0.0998,0.0,Emmanuel,Subram,1967-11-15,M,S,10000.0,1,2013-07-09,Road Tire Tube,NA,,R ,2013-07-09,2013,July,Verrieres Le Buisson,France,No Discount,0.0,Europe
SO61824,1,1,28.99,2.3192,0.7248,0.0,Javier,Gutierrez,1981-11-16,M,S,10000.0,2,2013-07-09,Touring Tire,NA,,T ,2013-07-09,2013,July,Frankfurt am Main,Germany,No Discount,0.0,Europe
SO61825,1,1,4.99,0.3992,0.1248,0.0,Cindy,Jordan,1972-03-03,F,M,40000.0,0,2013-02-11,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Paris,France,No Discount,0.0,Europe
SO61825,2,1,53.99,4.3192,1.3498,0.0,Cindy,Jordan,1972-03-03,F,M,40000.0,0,2013-02-11,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-07-09,2013,July,Paris,France,No Discount,0.0,Europe
SO61825,3,1,8.99,0.7192,0.2248,0.0,Cindy,Jordan,1972-03-03,F,M,40000.0,0,2013-02-11,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Paris,France,No Discount,0.0,Europe
SO61826,1,1,21.49,1.7192,0.5373,0.0,Gerald,Navarro,1941-02-11,M,S,20000.0,1,2013-07-09,LL Road Tire,NA,L ,R ,2013-07-09,2013,July,Grevenbroich,Germany,No Discount,0.0,Europe
SO61826,2,1,3.99,0.3192,0.0998,0.0,Gerald,Navarro,1941-02-11,M,S,20000.0,1,2013-07-09,Road Tire Tube,NA,,R ,2013-07-09,2013,July,Grevenbroich,Germany,No Discount,0.0,Europe
SO61826,3,1,2.29,0.1832,0.0573,0.0,Gerald,Navarro,1941-02-11,M,S,20000.0,1,2013-07-09,Patch Kit/8 Patches,NA,,S ,2013-07-09,2013,July,Grevenbroich,Germany,No Discount,0.0,Europe
SO61827,1,1,4.99,0.3992,0.1248,0.0,Diana,Suarez,1979-12-02,F,S,20000.0,0,2013-07-09,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,Orleans,France,No Discount,0.0,Europe
SO61827,2,1,8.99,0.7192,0.2248,0.0,Diana,Suarez,1979-12-02,F,S,20000.0,0,2013-07-09,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Orleans,France,No Discount,0.0,Europe
SO61828,1,1,4.99,0.3992,0.1248,0.0,Michele,Andersen,1978-05-22,F,M,40000.0,2,2013-07-09,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,München,Germany,No Discount,0.0,Europe
SO61829,1,1,4.99,0.3992,0.1248,0.0,Bruce,Perez,1967-08-29,M,S,20000.0,1,2013-07-09,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,Maidenhead,United Kingdom,No Discount,0.0,Europe
SO61829,2,1,49.99,3.9992,1.2498,0.0,Bruce,Perez,1967-08-29,M,S,20000.0,1,2013-07-09,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-07-09,2013,July,Maidenhead,United Kingdom,No Discount,0.0,Europe
SO61830,1,1,35.0,2.8,0.875,0.0,Victoria,Lewis,1959-12-10,F,S,60000.0,2,2013-07-09,HL Mountain Tire,NA,H ,M ,2013-07-09,2013,July,Beaverton,United States,No Discount,0.0,North America
SO61830,2,1,4.99,0.3992,0.1248,0.0,Victoria,Lewis,1959-12-10,F,S,60000.0,2,2013-07-09,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Beaverton,United States,No Discount,0.0,North America
SO61831,1,1,35.0,2.8,0.875,0.0,Emily,Robinson,1966-04-25,F,M,80000.0,5,2013-02-19,HL Mountain Tire,NA,H ,M ,2013-07-09,2013,July,Sooke,Canada,No Discount,0.0,North America
SO61831,2,1,4.99,0.3992,0.1248,0.0,Emily,Robinson,1966-04-25,F,M,80000.0,5,2013-02-19,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Sooke,Canada,No Discount,0.0,North America
SO61831,3,1,63.5,5.08,1.5875,0.0,Emily,Robinson,1966-04-25,F,M,80000.0,5,2013-02-19,"Classic Vest, M",Blue,,S ,2013-07-09,2013,July,Sooke,Canada,No Discount,0.0,North America
SO61832,1,1,35.0,2.8,0.875,0.0,Alexandria,Coleman,1978-08-22,F,M,70000.0,5,2013-07-09,HL Mountain Tire,NA,H ,M ,2013-07-09,2013,July,Cliffside,Canada,No Discount,0.0,North America
SO61832,2,1,2.29,0.1832,0.0573,0.0,Alexandria,Coleman,1978-08-22,F,M,70000.0,5,2013-07-09,Patch Kit/8 Patches,NA,,S ,2013-07-09,2013,July,Cliffside,Canada,No Discount,0.0,North America
SO61833,1,1,34.99,2.7992,0.8748,0.0,Monica,Raman,1952-07-24,F,M,30000.0,1,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Offenbach,Germany,No Discount,0.0,Europe
SO61834,1,1,769.49,61.5592,19.2373,0.0,Charles,Harris,1971-10-06,M,S,60000.0,0,2011-04-07,"Mountain-400-W Silver, 42",Silver,M ,M ,2013-07-09,2013,July,Lemon Grove,United States,No Discount,0.0,North America
SO61834,2,1,29.99,2.3992,0.7498,0.0,Charles,Harris,1971-10-06,M,S,60000.0,0,2011-04-07,ML Mountain Tire,NA,M ,M ,2013-07-09,2013,July,Lemon Grove,United States,No Discount,0.0,North America
SO61834,3,1,2.29,0.1832,0.0573,0.0,Charles,Harris,1971-10-06,M,S,60000.0,0,2011-04-07,Patch Kit/8 Patches,NA,,S ,2013-07-09,2013,July,Lemon Grove,United States,No Discount,0.0,North America
SO61835,1,1,769.49,61.5592,19.2373,0.0,Natalie,Rogers,1973-12-10,F,S,60000.0,2,2011-02-26,"Mountain-400-W Silver, 46",Silver,M ,M ,2013-07-09,2013,July,Corvallis,United States,No Discount,0.0,North America
SO61835,2,1,29.99,2.3992,0.7498,0.0,Natalie,Rogers,1973-12-10,F,S,60000.0,2,2011-02-26,ML Mountain Tire,NA,M ,M ,2013-07-09,2013,July,Corvallis,United States,No Discount,0.0,North America
SO61835,3,1,4.99,0.3992,0.1248,0.0,Natalie,Rogers,1973-12-10,F,S,60000.0,2,2011-02-26,Mountain Tire Tube,NA,,M ,2013-07-09,2013,July,Corvallis,United States,No Discount,0.0,North America
SO61835,4,1,2.29,0.1832,0.0573,0.0,Natalie,Rogers,1973-12-10,F,S,60000.0,2,2011-02-26,Patch Kit/8 Patches,NA,,S ,2013-07-09,2013,July,Corvallis,United States,No Discount,0.0,North America
SO61836,1,1,564.99,45.1992,14.1248,0.0,Ricardo,Black,1944-02-18,M,M,70000.0,5,2013-07-09,"Mountain-500 Silver, 48",Silver,L ,M ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61836,2,1,9.99,0.7992,0.2498,0.0,Ricardo,Black,1944-02-18,M,M,70000.0,5,2013-07-09,Mountain Bottle Cage,NA,,M ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61836,3,1,4.99,0.3992,0.1248,0.0,Ricardo,Black,1944-02-18,M,M,70000.0,5,2013-07-09,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61836,4,1,24.49,1.9592,0.6123,0.0,Ricardo,Black,1944-02-18,M,M,70000.0,5,2013-07-09,"Half-Finger Gloves, L",Black,,S ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61836,5,1,34.99,2.7992,0.8748,0.0,Ricardo,Black,1944-02-18,M,M,70000.0,5,2013-07-09,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Beverly Hills,United States,No Discount,0.0,North America
SO61837,1,1,2294.99,183.5992,57.3748,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,"Mountain-200 Black, 42",Black,H ,M ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61837,2,1,21.98,1.7584,0.5495,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,Fender Set - Mountain,NA,,M ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61837,3,1,9.99,0.7992,0.2498,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,Mountain Bottle Cage,NA,,M ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61837,4,1,4.99,0.3992,0.1248,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61837,5,1,34.99,2.7992,0.8748,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,"Sport-100 Helmet, Red",Red,,S ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61837,6,1,24.49,1.9592,0.6123,0.0,Noah,Scott,1958-08-14,M,M,60000.0,3,2011-12-15,"Half-Finger Gloves, S",Black,,S ,2013-07-09,2013,July,Milwaukie,United States,No Discount,0.0,North America
SO61838,1,1,2319.99,185.5992,57.9998,0.0,Katie,Luo,1943-03-20,F,M,70000.0,4,2012-11-29,"Mountain-200 Silver, 46",Silver,H ,M ,2013-07-09,2013,July,Chula Vista,United States,No Discount,0.0,North America
SO61838,2,1,9.99,0.7992,0.2498,0.0,Katie,Luo,1943-03-20,F,M,70000.0,4,2012-11-29,Mountain Bottle Cage,NA,,M ,2013-07-09,2013,July,Chula Vista,United States,No Discount,0.0,North America
SO61838,3,1,4.99,0.3992,0.1248,0.0,Katie,Luo,1943-03-20,F,M,70000.0,4,2012-11-29,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Chula Vista,United States,No Discount,0.0,North America
SO61838,4,1,49.99,3.9992,1.2498,0.0,Katie,Luo,1943-03-20,F,M,70000.0,4,2012-11-29,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-07-09,2013,July,Chula Vista,United States,No Discount,0.0,North America
SO61838,5,1,8.99,0.7192,0.2248,0.0,Katie,Luo,1943-03-20,F,M,70000.0,4,2012-11-29,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Chula Vista,United States,No Discount,0.0,North America
SO61839,1,1,742.35,59.388,18.5588,0.0,Tommy,Raje,1975-03-04,M,M,40000.0,0,2012-08-07,"Touring-3000 Blue, 44",Blue,L ,T ,2013-07-09,2013,July,Orleans,France,No Discount,0.0,Europe
SO61839,2,1,28.99,2.3192,0.7248,0.0,Tommy,Raje,1975-03-04,M,M,40000.0,0,2012-08-07,Touring Tire,NA,,T ,2013-07-09,2013,July,Orleans,France,No Discount,0.0,Europe
SO61840,1,1,742.35,59.388,18.5588,0.0,Lydia,Srini,1970-12-03,F,S,20000.0,2,2013-07-09,"Touring-3000 Yellow, 62",Yellow,L ,T ,2013-07-09,2013,July,Berlin,Germany,Volume Discount 11 to 14,0.02,Europe
SO61840,2,1,28.99,2.3192,0.7248,0.0,Lydia,Srini,1970-12-03,F,S,20000.0,2,2013-07-09,Touring Tire,NA,,T ,2013-07-09,2013,July,Berlin,Germany,No Discount,0.0,Europe
SO61840,3,1,4.99,0.3992,0.1248,0.0,Lydia,Srini,1970-12-03,F,S,20000.0,2,2013-07-09,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,Berlin,Germany,No Discount,0.0,Europe
SO61840,4,1,2.29,0.1832,0.0573,0.0,Lydia,Srini,1970-12-03,F,S,20000.0,2,2013-07-09,Patch Kit/8 Patches,NA,,S ,2013-07-09,2013,July,Berlin,Germany,Volume Discount 11 to 14,0.02,Europe
SO61841,1,1,1700.99,136.0792,42.5248,0.0,Jenny,Kumar,1972-04-03,F,S,90000.0,0,2012-08-16,"Road-350-W Yellow, 40",Yellow,M ,R ,2013-07-09,2013,July,Hawthorne,Australia,No Discount,0.0,Pacific
SO61841,2,1,53.99,4.3192,1.3498,0.0,Jenny,Kumar,1972-04-03,F,S,90000.0,0,2012-08-16,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-07-09,2013,July,Hawthorne,Australia,No Discount,0.0,Pacific
SO61842,1,1,2294.99,183.5992,57.3748,0.0,Johnathan,Madan,1984-09-16,M,M,90000.0,0,2012-07-13,"Mountain-200 Black, 42",Black,H ,M ,2013-07-09,2013,July,Brisbane,Australia,No Discount,0.0,Pacific
SO61842,2,1,21.98,1.7584,0.5495,0.0,Johnathan,Madan,1984-09-16,M,M,90000.0,0,2012-07-13,Fender Set - Mountain,NA,,M ,2013-07-09,2013,July,Brisbane,Australia,No Discount,0.0,Pacific
SO61842,3,1,9.99,0.7992,0.2498,0.0,Johnathan,Madan,1984-09-16,M,M,90000.0,0,2012-07-13,Mountain Bottle Cage,NA,,M ,2013-07-09,2013,July,Brisbane,Australia,No Discount,0.0,Pacific
SO61842,4,1,4.99,0.3992,0.1248,0.0,Johnathan,Madan,1984-09-16,M,M,90000.0,0,2012-07-13,Water Bottle - 30 oz.,NA,,S ,2013-07-09,2013,July,Brisbane,Australia,No Discount,0.0,Pacific
SO61842,5,1,54.99,4.3992,1.3748,0.0,Johnathan,Madan,1984-09-16,M,M,90000.0,0,2012-07-13,Hydration Pack - 70 oz.,Silver,,S ,2013-07-09,2013,July,Brisbane,Australia,No Discount,0.0,Pacific
SO61843,1,1,1214.85,97.188,30.3713,0.0,Isaiah,Murphy,1977-01-17,M,S,70000.0,3,2011-05-02,"Touring-2000 Blue, 46",Blue,M ,T ,2013-07-09,2013,July,La Jolla,United States,Volume Discount 11 to 14,0.02,North America
SO61843,2,1,28.99,2.3192,0.7248,0.0,Isaiah,Murphy,1977-01-17,M,S,70000.0,3,2011-05-02,Touring Tire,NA,,T ,2013-07-09,2013,July,La Jolla,United States,No Discount,0.0,North America
SO61843,3,1,4.99,0.3992,0.1248,0.0,Isaiah,Murphy,1977-01-17,M,S,70000.0,3,2011-05-02,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,La Jolla,United States,No Discount,0.0,North America
SO61844,1,1,2384.07,190.7256,59.6018,0.0,Jessica,Walker,1974-04-23,F,S,90000.0,0,2011-11-18,"Touring-1000 Yellow, 60",Yellow,H ,T ,2013-07-09,2013,July,Walla Walla,United States,No Discount,0.0,North America
SO61844,2,1,8.99,0.7192,0.2248,0.0,Jessica,Walker,1974-04-23,F,S,90000.0,0,2011-11-18,AWC Logo Cap,Multi,,S ,2013-07-09,2013,July,Walla Walla,United States,No Discount,0.0,North America
SO61845,1,1,2384.07,190.7256,59.6018,0.0,Dalton,Butler,1947-08-30,M,M,130000.0,2,2013-05-22,"Touring-1000 Blue, 54",Blue,H ,T ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
SO61845,2,1,4.99,0.3992,0.1248,0.0,Dalton,Butler,1947-08-30,M,M,130000.0,2,2013-05-22,Touring Tire Tube,NA,,T ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
SO61845,3,1,28.99,2.3192,0.7248,0.0,Dalton,Butler,1947-08-30,M,M,130000.0,2,2013-05-22,Touring Tire,NA,,T ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
SO61845,4,1,24.49,1.9592,0.6123,0.0,Dalton,Butler,1947-08-30,M,M,130000.0,2,2013-05-22,"Half-Finger Gloves, S",Black,,S ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
SO61846,1,1,2384.07,190.7256,59.6018,0.0,Connor,Butler,1970-10-16,M,S,170000.0,0,2011-11-10,"Touring-1000 Blue, 54",Blue,H ,T ,2013-07-09,2013,July,Woodland Hills,United States,No Discount,0.0,North America
SO61846,2,1,53.99,4.3192,1.3498,0.0,Connor,Butler,1970-10-16,M,S,170000.0,0,2011-11-10,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-07-09,2013,July,Woodland Hills,United States,No Discount,0.0,North America
SO61847,1,1,2384.07,190.7256,59.6018,0.0,Mariah,Griffin,1968-09-10,F,S,70000.0,4,2011-06-03,"Touring-1000 Blue, 50",Blue,H ,T ,2013-07-09,2013,July,Lebanon,United States,No Discount,0.0,North America
SO61847,2,1,8.99,0.7192,0.2248,0.0,Mariah,Griffin,1968-09-10,F,S,70000.0,4,2011-06-03,Road Bottle Cage,NA,,R ,2013-07-09,2013,July,Lebanon,United States,No Discount,0.0,North America
SO61848,1,1,2384.07,190.7256,59.6018,0.0,Julia,Jones,1974-04-06,F,S,70000.0,4,2011-07-14,"Touring-1000 Yellow, 60",Yellow,H ,T ,2013-07-09,2013,July,Renton,United States,No Discount,0.0,North America
SO61848,2,1,34.99,2.7992,0.8748,0.0,Julia,Jones,1974-04-06,F,S,70000.0,4,2011-07-14,"Sport-100 Helmet, Blue",Blue,,S ,2013-07-09,2013,July,Renton,United States,No Discount,0.0,North America
SO61849,1,1,539.99,43.1992,13.4998,0.0,Haley,Simmons,1974-02-11,F,M,80000.0,0,2012-09-06,"Road-750 Black, 58",Black,L ,R ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
SO61849,2,1,21.49,1.7192,0.5373,0.0,Haley,Simmons,1974-02-11,F,M,80000.0,0,2012-09-06,LL Road Tire,NA,L ,R ,2013-07-09,2013,July,N. Vancouver,Canada,No Discount,0.0,North America
